DATE,GAME_ID,SEASON,TEAM,TEAM_LVL,PLAYER_ID,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2019-10-15,11900061,2019,Detroit,하위팀,204025,0,9.966666666666667,1,5,0.2,0,1,0.0,0,0,0.0,1,0.0,1,1,0,0,1,0,2,-16
2019-10-15,11900061,2019,Detroit,하위팀,1628971,G,25.016666666666666,3,9,0.3329999999999999,0,0,0.0,0,0,0.0,1,5.0,6,0,0,1,0,2,6,-5
2019-10-15,11900061,2019,Detroit,하위팀,202704,G,16.183333333333334,1,8,0.125,0,1,0.0,2,2,1.0,0,1.0,1,2,0,1,1,0,4,-5
2019-10-15,11900061,2019,Detroit,하위팀,201565,0,21.85,2,10,0.2,0,0,0.0,3,4,0.75,0,2.0,2,4,2,1,3,1,7,1
2019-10-15,11900061,2019,Detroit,하위팀,204038,0,19.583333333333332,2,5,0.4,0,2,0.0,0,0,0.0,0,1.0,1,3,2,0,0,0,4,-4
2019-10-15,11900061,2019,Detroit,하위팀,1626174,0,23.583333333333332,7,14,0.5,0,2,0.0,5,6,0.833,3,7.0,10,2,1,1,1,3,19,-7
2019-10-15,11900061,2019,Detroit,하위팀,1629004,0,19.083333333333332,2,8,0.25,1,4,0.25,0,0,0.0,0,3.0,3,1,1,0,1,0,5,-7
2019-10-15,11900061,2019,Detroit,하위팀,2207,0,16.683333333333334,1,2,0.5,1,1,1.0,0,0,0.0,0,1.0,1,0,0,1,1,1,3,-13
2019-10-15,11900060,2019,Indiana,중위팀,1628388,0,16.333333333333332,3,6,0.5,0,1,0.0,0,0,0.0,1,5.0,6,1,1,0,1,2,6,-17
2019-10-15,11900061,2019,Detroit,하위팀,1627748,C,26.016666666666666,0,8,0.0,0,4,0.0,2,2,1.0,2,8.0,10,5,1,1,0,1,2,-13
2019-10-15,11900060,2019,Indiana,중위팀,1628410,0,26.45,5,13,0.385,1,3,0.3329999999999999,0,0,0.0,0,2.0,2,4,1,1,4,4,11,-11
2019-10-15,11900060,2019,Minnesota,중위팀,203496,F,27.5,4,10,0.4,2,5,0.4,0,0,0.0,4,15.0,19,3,1,3,2,2,10,-5
2019-10-15,11900060,2019,Indiana,중위팀,1627763,G,16.183333333333334,2,7,0.286,2,3,0.667,2,2,1.0,1,2.0,3,1,0,0,1,0,8,4
2019-10-15,11900061,2019,Detroit,하위팀,1629635,0,6.983333333333333,1,2,0.5,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,0,0,2,-10
2019-10-15,11900060,2019,Minnesota,중위팀,1627774,F,24.533333333333335,3,7,0.429,2,6,0.3329999999999999,2,4,0.5,0,3.0,3,3,0,0,2,0,10,10
2019-10-15,11900060,2019,Minnesota,중위팀,1626157,C,26.366666666666667,13,20,0.65,4,8,0.5,3,4,0.75,3,7.0,10,4,0,3,2,1,33,-6
2019-10-15,11900060,2019,Minnesota,중위팀,203952,G,27.5,4,16,0.25,0,2,0.0,3,4,0.75,1,2.0,3,1,0,0,0,2,11,-5
2019-10-15,11900060,2019,Minnesota,중위팀,201952,G,28.4,3,14,0.214,1,4,0.25,2,3,0.667,2,1.0,3,7,2,2,1,3,9,-3
2019-10-15,11900060,2019,Minnesota,중위팀,1629006,0,20.25,2,5,0.4,0,1,0.0,1,3,0.3329999999999999,0,4.0,4,3,1,0,2,2,5,11
2019-10-15,11900060,2019,Minnesota,중위팀,203894,0,18.866666666666667,2,8,0.25,2,5,0.4,3,4,0.75,1,2.0,3,7,2,0,1,1,9,14
2019-10-15,11900060,2019,Minnesota,중위팀,203943,0,13.85,1,1,1.0,0,0,0.0,0,0,0.0,2,4.0,6,0,1,1,2,3,2,10
2019-10-15,11900060,2019,Indiana,중위팀,1628988,0,17.016666666666666,3,12,0.25,1,6,0.1669999999999999,2,2,1.0,0,0.0,0,4,0,0,0,2,9,-13
2019-10-15,11900060,2019,Minnesota,중위팀,1626203,0,2.25,1,1,1.0,1,1,1.0,0,0,0.0,0,0.0,0,0,1,0,2,0,3,5
2019-10-15,11900060,2019,Minnesota,중위팀,203476,0,4.483333333333333,0,0,0.0,0,0,0.0,0,0,0.0,1,1.0,2,2,0,0,0,0,0,-3
2019-10-15,11900060,2019,Minnesota,중위팀,1629669,0,7.966666666666667,1,1,1.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,2,0,2,-6
2019-10-15,11900060,2019,Minnesota,중위팀,1629103,0,11.783333333333333,3,6,0.5,0,2,0.0,0,0,0.0,1,2.0,3,1,1,0,0,1,6,4
2019-10-15,11900060,2019,Minnesota,중위팀,1628395,0,6.65,2,4,0.5,0,0,0.0,0,0,0.0,3,2.0,5,0,0,0,1,1,4,3
2019-10-15,11900060,2019,Indiana,중위팀,203933,F,9.466666666666667,1,5,0.2,0,1,0.0,0,0,0.0,0,1.0,1,0,0,0,0,1,2,0
2019-10-15,11900060,2019,Indiana,중위팀,1627734,F,16.916666666666668,3,7,0.429,1,2,0.5,4,6,0.667,3,10.0,13,2,0,0,2,1,11,7
2019-10-15,11900060,2019,Indiana,중위팀,1626167,C,17.433333333333334,3,7,0.429,0,1,0.0,2,2,1.0,1,1.0,2,1,0,2,0,1,8,6
2019-10-15,11900060,2019,Indiana,중위팀,203087,G,16.183333333333334,1,6,0.1669999999999999,0,2,0.0,2,2,1.0,0,3.0,3,1,1,0,0,1,4,4
2019-10-15,11900060,2019,Minnesota,중위팀,1629633,0,19.6,7,14,0.5,0,3,0.0,1,2,0.5,1,3.0,4,3,1,0,2,2,15,11
2019-10-15,11900061,2019,Detroit,하위팀,1629017,0,4.8,0,1,0.0,0,1,0.0,2,2,1.0,0,0.0,0,0,0,0,0,0,2,-7
2019-10-15,11900061,2019,Philadelphia,상위팀,202699,F,24.283333333333335,4,11,0.364,1,3,0.3329999999999999,1,1,1.0,0,5.0,5,3,1,0,0,5,10,4
2019-10-15,11900061,2019,Philadelphia,상위팀,1627788,F,23.316666666666666,4,7,0.5710000000000001,2,4,0.5,0,0,0.0,0,4.0,4,1,1,1,0,0,10,12
2019-10-15,11900059,2019,Boston,중위팀,1629232,0,10.0,1,2,0.5,0,0,0.0,0,0,0.0,1,4.0,5,0,0,0,1,0,2,8
2019-10-15,11900059,2019,Boston,중위팀,1628999,0,9.766666666666667,0,2,0.0,0,0,0.0,0,0,0.0,0,2.0,2,0,0,1,2,2,0,3
2019-10-15,11900059,2019,Cleveland,하위팀,1626224,F,22.6,2,5,0.4,1,4,0.25,5,8,0.625,0,2.0,2,1,1,0,4,2,10,-15
2019-10-15,11900059,2019,Cleveland,하위팀,201567,F,10.716666666666667,4,7,0.5710000000000001,0,2,0.0,0,0,0.0,0,5.0,5,0,0,0,0,3,8,-8
2019-10-15,11900059,2019,Cleveland,하위팀,1626185,C,26.75,2,6,0.3329999999999999,2,6,0.3329999999999999,3,4,0.75,1,6.0,7,1,3,1,1,5,9,-11
2019-10-15,11900059,2019,Cleveland,하위팀,203521,G,8.85,0,2,0.0,0,1,0.0,0,0,0.0,0,3.0,3,5,0,0,0,0,0,-8
2019-10-15,11900059,2019,Cleveland,하위팀,1629012,G,31.266666666666666,7,14,0.5,1,4,0.25,5,6,0.833,0,2.0,2,2,0,0,2,1,20,-6
2019-10-15,11900059,2019,Cleveland,하위팀,1626204,0,16.533333333333335,0,3,0.0,0,3,0.0,1,2,0.5,1,3.0,4,3,0,0,1,0,1,-16
2019-10-15,11900059,2019,Cleveland,하위팀,1629636,0,24.833333333333332,6,13,0.462,2,5,0.4,2,2,1.0,0,0.0,0,4,0,0,1,3,16,-14
2019-10-15,11900059,2019,Cleveland,하위팀,1629716,0,21.25,1,2,0.5,0,0,0.0,0,2,0.0,1,2.0,3,0,0,0,1,3,2,-12
2019-10-15,11900059,2019,Cleveland,하위팀,203903,0,19.316666666666666,5,8,0.625,4,6,0.667,1,1,1.0,0,2.0,2,1,0,0,3,3,15,0
2019-10-15,11900059,2019,Cleveland,하위팀,1629645,0,26.233333333333334,3,9,0.3329999999999999,1,5,0.2,1,2,0.5,2,1.0,3,1,0,0,3,1,8,3
2019-10-15,11900059,2019,Cleveland,하위팀,1628414,0,8.966666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,-4
2019-10-15,11900059,2019,Cleveland,하위팀,1629731,0,15.233333333333333,3,3,1.0,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,0,3,6,0
2019-10-15,11900059,2019,Cleveland,하위팀,1627789,0,2.4833333333333334,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,1,0,1,1,0,-8
2019-10-15,11900059,2019,Cleveland,하위팀,1629122,0,2.4833333333333334,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-8
2019-10-15,11900061,2019,Detroit,하위팀,1629743,0,3.2,1,2,0.5,0,0,0.0,0,0,0.0,2,0.0,2,0,1,0,0,1,2,-7
2019-10-15,11900059,2019,Boston,중위팀,1629605,0,17.583333333333332,1,1,1.0,0,0,0.0,3,4,0.75,0,2.0,2,0,0,1,4,2,5,-4
2019-10-15,11900059,2019,Boston,중위팀,1629682,0,28.533333333333335,10,16,0.625,3,8,0.375,1,2,0.5,0,2.0,2,7,2,0,3,2,24,0
2019-10-15,11900059,2019,Cleveland,하위팀,1627772,0,2.4833333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,-8
2019-10-15,11900059,2019,Boston,중위팀,1629738,0,19.5,2,2,1.0,0,0,0.0,4,6,0.667,1,5.0,6,3,2,2,3,2,8,28
2019-10-15,11900059,2019,Boston,중위팀,1629750,0,30.266666666666666,6,10,0.6,0,3,0.0,4,6,0.667,3,6.0,9,1,0,0,1,1,16,9
2019-10-15,11900061,2019,Philadelphia,상위팀,1626196,G,25.9,4,12,0.3329999999999999,1,4,0.25,2,3,0.667,2,3.0,5,6,1,0,2,1,11,5
2019-10-15,11900061,2019,Philadelphia,상위팀,203124,0,13.55,1,1,1.0,0,0,0.0,0,0,0.0,2,9.0,11,5,0,2,3,4,2,4
2019-10-15,11900061,2019,Philadelphia,상위팀,1629003,0,18.733333333333334,3,5,0.6,0,1,0.0,0,0,0.0,1,0.0,1,0,1,1,2,1,6,2
2019-10-15,11900061,2019,Philadelphia,상위팀,203504,0,15.116666666666667,3,8,0.375,0,0,0.0,0,0,0.0,0,3.0,3,1,0,0,0,2,6,5
2019-10-15,11900061,2019,Philadelphia,상위팀,203118,0,16.4,1,5,0.2,0,2,0.0,0,0,0.0,1,3.0,4,0,0,2,0,1,2,5
2019-10-15,11900061,2019,Philadelphia,상위팀,1628413,0,12.0,1,2,0.5,0,1,0.0,0,0,0.0,1,2.0,3,2,0,0,2,4,2,10
2019-10-15,11900061,2019,Philadelphia,상위팀,203658,0,12.0,6,7,0.857,0,0,0.0,1,1,1.0,1,3.0,4,0,0,5,0,1,13,10
2019-10-15,11900061,2019,Philadelphia,상위팀,1629680,G,25.266666666666666,2,5,0.4,1,3,0.3329999999999999,2,2,1.0,2,4.0,6,1,4,2,1,0,7,7
2019-10-15,11900061,2019,Philadelphia,상위팀,1629015,0,12.0,3,4,0.75,1,1,1.0,0,0,0.0,1,2.0,3,1,0,1,1,1,7,10
2019-10-15,11900059,2019,Boston,중위팀,1629622,0,27.216666666666665,2,5,0.4,1,4,0.25,1,2,0.5,0,2.0,2,1,0,1,3,4,6,11
2019-10-15,11900061,2019,Philadelphia,상위팀,1629621,0,12.0,1,4,0.25,0,1,0.0,2,2,1.0,1,1.0,2,1,1,0,0,0,4,10
2019-10-15,11900059,2019,Boston,중위팀,202954,G,23.45,3,8,0.375,0,2,0.0,5,6,0.833,0,3.0,3,4,2,0,0,2,11,21
2019-10-15,11900059,2019,Boston,중위팀,1629035,G,20.7,10,16,0.625,9,15,0.6,1,2,0.5,0,3.0,3,0,0,1,1,4,30,14
2019-10-15,11900061,2019,Philadelphia,상위팀,203954,C,22.45,8,18,0.444,0,4,0.0,8,8,1.0,3,5.0,8,0,0,1,2,2,24,6
2019-10-15,11900059,2019,Boston,중위팀,1629684,F,23.333333333333332,3,6,0.5,2,3,0.667,0,0,0.0,1,2.0,3,5,0,1,0,3,8,20
2019-10-15,11900059,2019,Boston,중위팀,1628400,F,26.616666666666667,3,7,0.429,0,2,0.0,2,4,0.5,0,4.0,4,0,0,0,0,0,8,11
2019-10-15,11900061,2019,Philadelphia,상위팀,203526,0,6.983333333333333,1,3,0.3329999999999999,0,0,0.0,0,0,0.0,1,1.0,2,3,0,0,1,0,2,10
2019-10-15,11900059,2019,Boston,중위팀,1629057,C,3.033333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-6
2019-10-16,11900064,2019,San Antonio,중위팀,201988,0,19.3,2,5,0.4,0,3,0.0,1,3,0.3329999999999999,0,4.0,4,3,1,0,0,1,5,-1
2019-10-16,11900064,2019,San Antonio,중위팀,1627751,0,18.783333333333335,6,9,0.667,0,0,0.0,4,4,1.0,2,1.0,3,5,1,1,1,2,16,12
2019-10-16,11900064,2019,San Antonio,중위팀,1628401,0,20.066666666666666,5,10,0.5,0,1,0.0,3,4,0.75,0,5.0,5,3,1,2,1,2,13,23
2019-10-16,11900064,2019,San Antonio,중위팀,201960,0,20.066666666666666,0,4,0.0,0,4,0.0,0,0,0.0,1,6.0,7,1,0,0,3,1,0,21
2019-10-16,11900064,2019,San Antonio,중위팀,1627854,G,22.15,5,9,0.556,3,6,0.5,0,1,0.0,0,2.0,2,0,1,0,3,2,13,3
2019-10-16,11900064,2019,San Antonio,중위팀,1627749,G,20.783333333333335,8,11,0.727,2,2,1.0,2,2,1.0,0,3.0,3,4,1,0,0,2,20,1
2019-10-16,11900064,2019,San Antonio,중위팀,200746,C,22.066666666666666,11,13,0.846,0,0,0.0,0,1,0.0,2,4.0,6,2,1,1,1,1,22,12
2019-10-16,11900064,2019,San Antonio,중위팀,1626168,F,20.783333333333335,0,0,0.0,0,0,0.0,2,2,1.0,0,2.0,2,2,0,2,0,2,2,3
2019-10-16,11900063,2019,New York,중위팀,201961,0,15.416666666666666,2,8,0.25,1,7,0.143,0,0,0.0,0,0.0,0,0,1,0,2,1,5,1
2019-10-16,11900063,2019,New York,중위팀,1628995,0,20.133333333333333,2,8,0.25,2,6,0.3329999999999999,5,6,0.833,0,2.0,2,2,0,0,0,1,11,-2
2019-10-16,11900063,2019,New York,중위팀,1629011,0,17.8,2,3,0.667,0,0,0.0,0,0,0.0,1,4.0,5,1,1,2,1,0,4,-6
2019-10-16,11900063,2019,New York,중위팀,1628373,0,20.766666666666666,1,4,0.25,0,2,0.0,0,0,0.0,1,2.0,3,3,1,2,2,4,2,-7
2019-10-16,11900063,2019,New York,중위팀,1628372,G,20.933333333333334,1,5,0.2,0,2,0.0,2,2,1.0,0,2.0,2,3,0,1,3,4,4,6
2019-10-16,11900064,2019,San Antonio,중위팀,201158,0,20.5,6,10,0.6,3,6,0.5,0,1,0.0,0,2.0,2,2,2,0,0,2,15,10
2019-10-16,11900063,2019,New York,중위팀,1629628,G,39.2,4,14,0.286,0,3,0.0,4,5,0.8,1,6.0,7,6,2,1,2,2,12,-11
2019-10-16,11900064,2019,San Antonio,중위팀,1629022,F,22.95,2,8,0.25,1,2,0.5,0,2,0.0,0,4.0,4,4,2,2,0,2,5,21
2019-10-16,11900063,2019,New York,중위팀,201959,0,13.216666666666667,3,4,0.75,1,1,1.0,1,2,0.5,1,1.0,2,2,0,0,0,1,8,-4
2019-10-16,11900064,2019,Houston,하위팀,201935,G,34.13333333333333,13,27,0.481,7,16,0.4379999999999999,7,8,0.875,0,10.0,10,7,0,0,3,1,40,-16
2019-10-16,11900064,2019,San Antonio,중위팀,1629640,0,9.8,3,4,0.75,0,1,0.0,0,0,0.0,1,1.0,2,1,1,0,0,0,6,-7
2019-10-16,11900063,2019,New York,중위팀,203944,F,34.78333333333333,6,12,0.5,1,2,0.5,7,9,0.778,0,8.0,8,2,1,2,2,3,20,0
2019-10-16,11900064,2019,Houston,하위팀,1629109,0,4.65,0,0,0.0,0,0,0.0,0,0,0.0,3,0.0,3,1,1,0,1,0,0,6
2019-10-16,11900064,2019,Houston,하위팀,1629598,0,12.0,5,10,0.5,3,7,0.429,0,0,0.0,0,2.0,2,2,1,0,0,1,13,4
2019-10-16,11900064,2019,Houston,하위팀,1628392,0,7.7,0,0,0.0,0,0,0.0,1,2,0.5,0,1.0,1,0,0,2,1,0,1,-1
2019-10-16,11900064,2019,Houston,하위팀,203463,0,14.25,4,5,0.8,2,3,0.667,0,0,0.0,0,0.0,0,0,0,0,0,0,10,7
2019-10-16,11900064,2019,Houston,하위팀,203085,0,12.716666666666667,1,4,0.25,1,4,0.25,1,2,0.5,0,1.0,1,0,0,0,1,3,4,-4
2019-10-16,11900064,2019,Houston,하위팀,201583,0,4.116666666666666,1,2,0.5,1,2,0.5,0,0,0.0,0,0.0,0,1,0,0,0,2,3,-6
2019-10-16,11900064,2019,San Antonio,중위팀,1629002,0,7.15,2,5,0.4,0,1,0.0,0,0,0.0,0,1.0,1,0,0,0,2,0,4,-10
2019-10-16,11900064,2019,Houston,하위팀,200757,0,15.333333333333334,0,3,0.0,0,1,0.0,0,0,0.0,2,5.0,7,0,0,0,0,1,0,-12
2019-10-16,11900064,2019,Houston,하위팀,201566,G,29.216666666666665,5,13,0.385,1,4,0.25,3,4,0.75,2,2.0,4,4,1,0,8,5,14,-26
2019-10-16,11900064,2019,Houston,하위팀,203991,C,21.466666666666665,1,3,0.3329999999999999,0,0,0.0,1,2,0.5,1,6.0,7,0,0,0,2,1,3,-18
2019-10-16,11900064,2019,Houston,하위팀,200782,F,31.7,1,6,0.1669999999999999,1,5,0.2,2,2,1.0,1,3.0,4,2,0,0,0,2,5,0
2019-10-16,11900064,2019,Houston,하위팀,1627863,F,29.833333333333332,3,5,0.6,1,3,0.3329999999999999,0,2,0.0,1,5.0,6,2,1,0,1,3,7,8
2019-10-16,11900064,2019,San Antonio,중위팀,1629756,0,1.3,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,2
2019-10-16,11900064,2019,San Antonio,중위팀,1629683,0,7.15,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,2,1,0,2,1,0,-10
2019-10-16,11900064,2019,San Antonio,중위팀,1629677,0,7.15,2,2,1.0,1,1,1.0,2,2,1.0,1,1.0,2,0,0,0,0,0,7,-10
2019-10-16,11900064,2019,Houston,하위팀,201569,0,22.883333333333333,5,11,0.455,4,8,0.5,0,0,0.0,0,1.0,1,1,0,0,1,0,14,-12
2019-10-16,11900063,2019,New York,중위팀,202694,F,27.55,5,11,0.455,1,3,0.3329999999999999,3,5,0.6,1,7.0,8,2,0,2,1,3,14,1
2019-10-16,11900062,2019,Charlotte,중위팀,1628407,G,26.816666666666666,3,10,0.3,0,4,0.0,1,2,0.5,1,2.0,3,2,0,0,4,3,7,-11
2019-10-16,11900063,2019,Atlanta,중위팀,1713,0,22.916666666666668,6,11,0.545,5,10,0.5,0,0,0.0,0,4.0,4,0,0,0,4,4,17,-2
2019-10-16,11900062,2019,Detroit,하위팀,1629635,0,2.0166666666666666,0,1,0.0,0,1,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,-6
2019-10-16,11900062,2019,Detroit,하위팀,1629743,0,2.0166666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,1,0,0,0,-6
2019-10-16,11900062,2019,Detroit,하위팀,1629270,0,3.55,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,2,0,0,-8
2019-10-16,11900062,2019,Detroit,하위팀,1626174,0,17.183333333333334,4,7,0.5710000000000001,1,1,1.0,3,3,1.0,2,7.0,9,0,0,1,1,2,12,5
2019-10-16,11900062,2019,Detroit,하위팀,1629648,0,5.7,0,0,0.0,0,0,0.0,3,4,0.75,0,0.0,0,0,0,0,2,1,3,-14
2019-10-16,11900062,2019,Detroit,하위팀,1629004,0,23.7,2,8,0.25,1,6,0.1669999999999999,0,0,0.0,2,2.0,4,2,0,0,1,1,5,-9
2019-10-16,11900062,2019,Detroit,하위팀,2207,0,14.283333333333333,4,7,0.5710000000000001,0,2,0.0,0,0,0.0,1,0.0,1,1,0,0,0,2,8,-6
2019-10-16,11900062,2019,Detroit,하위팀,1627748,0,13.5,1,1,1.0,0,0,0.0,4,6,0.667,1,1.0,2,0,0,0,0,3,6,-5
2019-10-16,11900062,2019,Detroit,하위팀,204038,0,27.533333333333335,5,15,0.3329999999999999,5,13,0.385,3,3,1.0,2,0.0,2,1,0,0,0,3,18,18
2019-10-16,11900062,2019,Detroit,하위팀,204025,G,34.9,5,8,0.625,2,3,0.667,3,3,1.0,0,1.0,1,12,1,1,2,3,15,23
2019-10-16,11900062,2019,Detroit,하위팀,1628971,G,24.316666666666666,3,8,0.375,0,4,0.0,0,0,0.0,1,3.0,4,1,2,0,2,3,6,-7
2019-10-16,11900062,2019,Detroit,하위팀,203083,C,27.283333333333335,8,14,0.5710000000000001,0,0,0.0,1,4,0.25,5,10.0,15,4,1,0,7,4,17,22
2019-10-16,11900062,2019,Detroit,하위팀,202693,F,19.716666666666665,7,10,0.7,2,3,0.667,1,2,0.5,0,3.0,3,2,1,0,1,1,17,8
2019-10-16,11900062,2019,Detroit,하위팀,203503,F,24.3,3,8,0.375,3,8,0.375,0,0,0.0,1,2.0,3,2,0,0,1,0,9,15
2019-10-16,11900065,2019,Memphis,중위팀,1628415,F,27.383333333333333,10,17,0.588,5,9,0.556,5,5,1.0,0,0.0,0,0,1,0,2,3,30,10
2019-10-16,11900062,2019,Charlotte,중위팀,1628970,F,25.616666666666667,3,9,0.3329999999999999,1,4,0.25,2,2,1.0,0,3.0,3,1,2,2,2,2,9,-8
2019-10-16,11900062,2019,Charlotte,중위팀,1629023,F,31.55,4,7,0.5710000000000001,2,5,0.4,2,2,1.0,1,4.0,5,4,0,0,2,5,12,-9
2019-10-16,11900062,2019,Charlotte,중위팀,203469,C,23.766666666666666,5,7,0.7140000000000001,1,2,0.5,1,2,0.5,0,9.0,9,2,0,0,1,4,12,-10
2019-10-16,11900062,2019,Charlotte,중위팀,1628984,G,27.366666666666667,6,8,0.75,1,3,0.3329999999999999,0,2,0.0,1,2.0,3,4,2,0,5,3,13,-9
2019-10-16,11900063,2019,Atlanta,중위팀,202323,0,10.316666666666666,1,2,0.5,0,0,0.0,2,2,1.0,0,1.0,1,0,0,0,0,0,4,6
2019-10-16,11900063,2019,Atlanta,중위팀,1628981,0,18.2,1,3,0.3329999999999999,0,1,0.0,0,0,0.0,0,2.0,2,1,0,0,0,2,2,1
2019-10-16,11900063,2019,Atlanta,중위팀,1627761,0,29.25,2,14,0.143,0,2,0.0,2,2,1.0,6,3.0,9,4,4,0,0,4,6,-3
2019-10-16,11900063,2019,Atlanta,중위팀,203953,0,20.35,5,10,0.5,1,5,0.2,1,1,1.0,3,6.0,9,0,0,0,1,2,12,0
2019-10-16,11900063,2019,Atlanta,중위팀,1629027,G,34.75,7,19,0.368,1,4,0.25,8,10,0.8,0,5.0,5,9,1,1,0,1,23,0
2019-10-16,11900063,2019,Atlanta,중위팀,1629629,G,20.95,4,9,0.444,0,1,0.0,1,1,1.0,0,3.0,3,1,2,1,1,2,9,11
2019-10-16,11900063,2019,Atlanta,중위팀,203458,C,23.166666666666668,0,7,0.0,0,3,0.0,0,0,0.0,4,5.0,9,4,1,2,2,2,0,3
2019-10-16,11900063,2019,Atlanta,중위팀,1629164,0,5.516666666666667,0,2,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,2
2019-10-16,11900063,2019,Atlanta,중위팀,1629631,F,25.05,5,8,0.625,2,4,0.5,3,4,0.75,0,2.0,2,2,0,0,1,3,15,0
2019-10-16,11900062,2019,Charlotte,중위팀,1629759,0,4.583333333333333,1,3,0.3329999999999999,0,2,0.0,0,0,0.0,0,1.0,1,1,0,0,0,2,2,6
2019-10-16,11900062,2019,Charlotte,중위팀,1629667,0,6.55,1,3,0.3329999999999999,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,2,0
2019-10-16,11900062,2019,Charlotte,중위팀,1629606,0,7.9,1,2,0.5,1,1,1.0,0,0,0.0,1,1.0,2,0,0,0,0,1,3,2
2019-10-16,11900062,2019,Charlotte,중위팀,1628424,0,22.033333333333335,4,7,0.5710000000000001,1,2,0.5,3,3,1.0,1,4.0,5,3,1,0,2,2,12,4
2019-10-16,11900062,2019,Charlotte,중위팀,1626195,0,14.5,3,5,0.6,0,0,0.0,2,2,1.0,1,0.0,1,0,0,2,0,0,8,0
2019-10-16,11900062,2019,Charlotte,중위팀,1628370,0,22.683333333333334,6,10,0.6,2,5,0.4,4,4,1.0,0,3.0,3,7,1,0,0,0,18,5
2019-10-16,11900062,2019,Charlotte,중위팀,1628997,0,26.633333333333333,4,9,0.444,0,3,0.0,4,4,1.0,0,2.0,2,0,0,1,2,1,12,0
2019-10-16,11900063,2019,Atlanta,중위팀,1628381,F,29.55,5,13,0.385,1,4,0.25,1,2,0.5,3,11.0,14,2,1,0,2,2,12,2
2019-10-16,11900065,2019,Memphis,중위팀,203937,F,21.683333333333334,3,6,0.5,0,1,0.0,1,1,1.0,0,4.0,4,5,0,2,0,4,7,16
2019-10-16,11900063,2019,New York,중위팀,1626171,C,30.2,6,12,0.5,1,4,0.25,3,4,0.75,1,6.0,7,1,0,0,1,2,16,2
2019-10-16,11900065,2019,Memphis,중위팀,1628960,G,21.183333333333334,1,5,0.2,0,2,0.0,4,4,1.0,0,2.0,2,4,0,0,1,1,6,5
2019-10-16,11900068,2019,Golden State,중위팀,1627814,0,20.65,1,5,0.2,0,2,0.0,7,8,0.875,0,5.0,5,1,2,0,3,0,9,-13
2019-10-16,11900068,2019,Golden State,중위팀,1626156,G,26.816666666666666,8,17,0.471,3,8,0.375,4,4,1.0,0,3.0,3,3,0,0,4,1,23,-32
2019-10-16,11900068,2019,Golden State,중위팀,1628980,G,18.566666666666666,2,6,0.3329999999999999,1,1,1.0,0,0,0.0,1,1.0,2,1,0,0,0,0,5,-17
2019-10-16,11900068,2019,Golden State,중위팀,1627737,C,24.75,3,4,0.75,1,2,0.5,1,2,0.5,3,2.0,5,0,0,0,1,1,8,-34
2019-10-16,11900068,2019,Golden State,중위팀,203110,F,23.816666666666666,4,14,0.286,0,5,0.0,2,3,0.667,2,2.0,4,2,1,1,1,4,10,-22
2019-10-16,11900068,2019,Golden State,중위팀,1628035,F,23.4,0,4,0.0,0,2,0.0,0,0,0.0,1,2.0,3,0,2,0,1,5,0,-27
2019-10-16,11900066,2019,Utah,상위팀,1629742,0,5.833333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,10
2019-10-16,11900068,2019,Golden State,중위팀,1629065,0,17.466666666666665,3,8,0.375,0,2,0.0,1,1,1.0,0,1.0,1,2,0,0,1,1,7,-8
2019-10-16,11900066,2019,Utah,상위팀,1629671,0,5.833333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,1.0,1,1,0,0,0,0,0,10
2019-10-16,11900066,2019,Utah,상위팀,1627777,0,8.95,4,5,0.8,3,3,1.0,0,0,0.0,0,2.0,2,0,0,0,0,2,11,6
2019-10-16,11900066,2019,Utah,상위팀,201145,0,17.016666666666666,4,8,0.5,0,3,0.0,0,0,0.0,1,2.0,3,1,0,1,0,2,8,9
2019-10-16,11900066,2019,Utah,상위팀,202334,0,15.916666666666666,0,0,0.0,0,0,0.0,0,0,0.0,2,2.0,4,1,0,0,1,1,0,-1
